date;open;high;low;close;volume;;;
11/10/14;24,252;24,32;24,174;24,209;108782188;;;
11/11/14;24,18;24,414;24,114;24,403;109769008;;;
11/12/14;24,332;24,788;24,329;24,748;187769724;;;
11/13/14;24,87;25,237;24,825;25,097;238091420;;;
11/14/14;25,17;25,402;25,148;25,399;176254380;;;
11/17/14;25,419;26,089;25,204;25,357;186986848;;;
11/18/14;25,346;25,735;25,335;25,686;176895912;;;
11/19/14;25,68;25,746;25,315;25,508;167476640;;;
11/20/14;25,562;25,996;25,548;25,873;173582148;;;
11/21/14;26,14;26,153;25,811;25,909;228717192;;;
11/24/14;25,993;26,42;25,942;26,388;189803296;;;
11/25/14;26,487;26,638;26,127;26,16;275361760;;;
11/26/14;26,236;26,494;26,211;26,472;163327544;;;
11/27/14;26,236;26,494;26,211;26,472;163327544;;;
11/28/14;26,532;26,561;26,26;26,456;99257608;;;
12/01/14;26,429;26,527;24,752;25,597;335256148;;;
12/02/14;25,248;25,749;25,081;25,499;237395760;;;
12/03/14;25,749;25,882;25,606;25,789;172253760;;;
12/04/14;25,753;26,071;25,646;25,691;168623104;;;
12/05/14;25,802;25,822;25,502;25,582;153275580;;;
12/08/14;25,382;25,503;24,83;25,003;230659400;;;
12/09/14;24,512;25,426;24,325;25,386;240832144;;;
12/10/14;25,451;25,548;24,812;24,903;178261272;;;
12/11/14;24,972;25,315;24,768;24,83;165886312;;;
12/12/14;24,572;24,885;24,376;24,409;224112552;;;
12/15/14;24,625;24,825;23,658;24,075;268872328;;;
12/16/14;23,662;24,505;23,638;23,745;243162932;;;
12/17/14;23,829;24,434;23,762;24,338;213647092;;;
12/18/14;24,885;25,059;24,616;25,059;236024872;;;
12/19/14;24,972;25,19;24,839;24,865;353719080;;;
12/22/14;24,95;25,246;24,908;25,124;180670196;;;
12/23/14;25,188;25,21;25,017;25,035;104113676;;;
12/24/14;25,043;25,072;24,917;24,917;57918444;;;
12/25/14;25,043;25,072;24,917;24,917;57918444;;;
12/26/14;24,937;25,475;24,917;25,357;134883804;;;
12/29/14;25,313;25,531;25,293;25,339;110395680;;;
12/30/14;25,279;25,342;24,939;25,03;119525908;;;
12/31/14;25,097;25,166;24,516;24,554;165613404;;;
01/01/15;25,097;25,166;24,516;24,554;165613404;;;
01/02/15;24,779;24,79;23,88;24,32;212818504;;;
01/05/15;24,089;24,169;23,448;23,635;257141964;;;
01/06/15;23,7;23,898;23,275;23,638;263188464;;;
01/07/15;23,847;24,069;23,734;23,969;160423736;;;
01/08/15;24,298;24,948;24,18;24,89;237458188;;;
01/09/15;25,063;25,192;24,516;24,917;214798108;;;
01/12/15;25,048;25,055;24,203;24,303;198603160;;;
01/13/15;24,788;25,092;24,227;24,518;268367712;;;
01/14/15;24,256;24,579;24,136;24,425;195826352;;;
01/15/15;24,47;24,483;23,727;23,762;240055984;;;
01/16/15;23,809;23,931;23,402;23,577;314053380;;;
01/19/15;23,809;23,931;23,402;23,577;314053380;;;
01/20/15;23,989;24,24;23,691;24,185;199599628;;;
01/21/15;24,236;24,705;24,085;24,369;194303588;;;
01/22/15;24,527;25,019;24,407;25,003;215185636;;;
01/23/15;24,981;25,304;24,81;25,132;185859312;;;
01/26/15;25,301;25,44;25,092;25,159;222459916;;;
01/27/15;25,008;25,021;24,254;24,278;382274996;;;
01/28/15;26,166;26,276;25,651;25,651;585908252;;;
01/29/15;25,875;26,514;25,706;26,449;337745728;;;
01/30/15;26,338;26,694;25,993;26,062;334981844;;;
02/02/15;26,26;26,509;25,822;26,389;250956400;;;
02/03/15;26,36;26,492;26,162;26,394;207662996;;;
02/04/15;26,36;26,807;26,318;26,596;280598972;;;
02/05/15;26,804;26,851;26,632;26,786;168984980;;;
02/06/15;26,804;26,855;26,453;26,56;174826268;;;
02/09/15;26,476;26,764;26,449;26,737;155559188;;;
02/10/15;26,837;27,28;26,835;27,25;248034024;;;
02/11/15;27,418;27,898;27,358;27,889;294247188;;;
02/12/15;28,153;28,47;28,043;28,242;297897864;;;
02/13/15;28,425;28,425;28,061;28,381;217088876;;;
02/16/15;28,425;28,425;28,061;28,381;217088876;;;
02/17/15;28,472;28,783;28,345;28,548;252609620;;;
02/18/15;28,502;28,76;28,463;28,746;179566948;;;
02/19/15;28,693;28,816;28,66;28,686;149449524;;;
02/20/15;28,724;28,921;28,597;28,92;195793676;;;
02/23/15;29,037;29,703;28,957;29,703;283896440;;;
02/24/15;29,689;29,837;29,294;29,517;276912520;;;
02/25/15;29,381;29,39;28,619;28,762;298846984;;;
02/26/15;28,761;29,227;28,276;29,125;365150116;;;
02/27/15;29,033;29,16;28,64;28,689;248059388;;;
03/02/15;28,865;29,095;28,653;28,829;192386652;;;
03/03/15;28,8;28,925;28,606;28,89;151265132;;;
03/04/15;28,832;28,934;28,657;28,707;126665360;;;
03/05/15;28,716;28,753;28,086;28,231;226068584;;;
03/06/15;28,675;28,892;28,197;28,273;291368240;;;
03/09/15;28,577;28,937;27,929;28,394;354113948;;;
03/10/15;28,231;28,412;27,648;27,807;275426328;;;
03/11/15;27,86;27,865;27,271;27,3;275755896;;;
03/12/15;27,315;27,894;27,163;27,793;193450876;;;
03/13/15;27,782;28,004;27,376;27,601;207309132;;;
03/16/15;27,666;27,905;27,44;27,905;143497200;;;
03/17/15;28,117;28,434;28,061;28,372;204092416;;;
03/18/15;28,363;28,845;28,222;28,691;261083780;;;
03/19/15;28,753;28,864;28,452;28,473;183237960;;;
03/20/15;28,642;28,675;27,952;28,117;274780544;;;
03/23/15;28,389;28,552;28,255;28,41;150838696;;;
03/24/15;28,414;28,595;28,264;28,293;131369216;;;
03/25/15;28,26;28,322;27,554;27,554;206620708;;;
03/26/15;27,416;27,889;27,38;27,746;190291476;;;
03/27/15;27,82;27,849;27,449;27,525;158184604;;;
03/30/15;27,704;28,229;27,693;28,222;188398680;;;
03/31/15;28,159;28,249;27,772;27,789;168362212;;;
04/01/15;27,876;27,943;27,492;27,748;162485748;;;
04/02/15;27,923;28,041;27,735;27,987;128880524;;;
04/03/15;27,923;28,041;27,735;27,987;128880524;;;
04/06/15;27,798;28,477;27,766;28,441;148775900;;;
04/07/15;28,506;28,613;28,135;28,142;140049072;;;
04/08/15;28,106;28,229;27,909;28,05;149316972;;;
04/09/15;28,106;28,269;27,84;28,264;129935896;;;
04/10/15;28,128;28,41;27,974;28,385;160751812;;;
04/13/15;28,669;28,713;28,276;28,329;145460492;;;
04/14/15;28,363;28,427;28,119;28,206;102098372;;;
04/15/15;28,231;28,392;28,142;28,314;115881676;;;
04/16/15;28,202;28,385;28,164;28,177;113475948;;;
04/17/15;28,039;28,171;27,795;27,86;207828184;;;
04/20/15;28,043;28,613;27,954;28,497;188217240;;;
04/21/15;28,608;28,631;28,289;28,343;129740228;;;
04/22/15;28,36;28,78;28,211;28,724;150618020;;;
04/23/15;28,653;29,126;28,617;28,959;183083608;;;
04/24/15;29,142;29,173;28,861;29,095;178103620;;;
04/27/15;29,549;29,732;29,289;29,624;387816828;;;
04/28/15;30,028;30,047;28,937;29,158;475695880;;;
04/29/15;29,068;29,388;28,653;28,729;253544332;;;
04/30/15;28,474;28,559;27,822;27,949;332781692;;;
05/01/15;28,162;29,062;27,983;28,798;234050552;;;
05/04/15;28,921;29,16;28,644;28,742;203953112;;;
05/05/15;28,619;28,686;28,09;28,095;197085664;;;
05/06/15;28,264;28,307;27,55;27,918;288564040;;;
05/07/15;27,981;28,275;27,813;28,091;175763580;;;
05/08/15;28,409;28,62;28,282;28,62;222201528;;;
05/11/15;28,569;28,607;28,173;28,329;168143028;;;
05/12/15;28,167;28,454;27,992;28,227;192640128;;;
05/13/15;28,291;28,524;28,228;28,259;138776940;;;
05/14/15;28,573;28,918;28,517;28,918;180813824;;;
05/15/15;28,945;29,04;28,752;28,878;152832136;;;
05/18/15;28,791;29,315;28,786;29,197;203531672;;;
05/19/15;29,309;29,351;29,073;29,17;178532960;;;
05/20/15;29,154;29,374;29,006;29,167;145819728;;;
05/21/15;29,17;29,519;29,116;29,466;158921456;;;
05/22/15;29,513;29,82;29,468;29,724;182383888;;;
05/25/15;29,513;29,82;29,468;29,724;182383888;;;
05/26/15;29,737;29,807;28,957;29,069;282790240;;;
05/27/15;29,23;29,661;29,165;29,613;183332984;;;
05/28/15;29,571;29,591;29,401;29,553;122933236;;;
05/29/15;29,43;29,479;29,131;29,217;203537808;;;
06/01/15;29,423;29,466;29,165;29,274;128451188;;;
06/02/15;29,123;29,301;29,001;29,145;134670508;;;
06/03/15;29,302;29,365;29,131;29,181;123934168;;;
06/04/15;29,06;29,284;28,909;29,01;153800472;;;
06/05/15;29,042;29,084;28,786;28,851;142507200;;;
06/08/15;28,907;28,977;28,443;28,661;210699144;;;
06/09/15;28,414;28,723;28,172;28,575;224301680;;;
06/10/15;28,687;29,006;28,672;28,903;156349000;;;
06/11/15;28,97;29,194;28,812;28,838;141563548;;;
06/12/15;28,747;28,779;28,506;28,519;147544984;;;
06/15/15;28,279;28,535;28,192;28,463;175955784;;;
06/16/15;28,488;28,672;28,34;28,616;125976524;;;
06/17/15;28,643;28,678;28,423;28,548;131672284;;;
06/18/15;28,533;28,775;28,53;28,678;141628880;;;
06/19/15;28,64;28,665;28,347;28,391;218867548;;;
06/22/15;28,591;28,719;28,499;28,618;136157380;;;
06/23/15;28,589;28,618;28,454;28,488;121075452;;;
06/24/15;28,528;29,109;28,508;28,73;221123420;;;
06/25/15;28,898;28,975;28,593;28,593;127752400;;;
06/26/15;28,631;28,703;28,371;28,425;176267364;;;
06/29/15;28,136;28,362;27,916;27,927;196645708;;;
06/30/15;28,16;28,284;28,001;28,128;177482728;;;
07/01/15;28,459;28,468;28,255;28,391;120955244;;;
07/02/15;28,353;28,412;28,205;28,356;108843808;;;
07/03/15;28,353;28,412;28,205;28,356;108843808;;;
07/06/15;28,019;28,308;27,999;28,257;112241724;;;
07/07/15;28,232;28,291;27,757;28,187;187787244;;;
07/08/15;27,916;27,952;27,481;27,488;243046456;;;
07/09/15;27,775;27,822;26,736;26,927;314380152;;;
07/10/15;27,346;27,775;27,183;27,647;245417896;;;
07/13/15;28,039;28,202;27,88;28,181;165762152;;;
07/14/15;28,266;28,34;28,042;28,169;127072556;;;
07/15/15;28,194;28,515;28,163;28,441;134596800;;;
07/16/15;28,647;28,833;28,56;28,82;144889788;;;
07/17/15;28,948;29,069;28,775;29,069;184658840;;;
07/20/15;29,371;29,82;29,311;29,618;235600812;;;
07/21/15;29,793;29,809;29,226;29,322;307025708;;;
07/22/15;27,358;28,145;27,358;28,082;461802428;;;
07/23/15;28,302;28,501;28,046;28,068;203997808;;;
07/24/15;28,104;28,199;27,786;27,92;168649328;;;
07/27/15;27,604;27,721;27,387;27,533;177822160;;;
07/28/15;27,669;27,788;27,483;27,669;134472388;;;
07/29/15;27,618;27,696;27,42;27,582;148046612;;;
07/30/15;27,432;27,488;27,295;27,443;134513072;;;
07/31/15;27,494;27,504;27,115;27,203;171539812;;;
08/03/15;27,248;27,488;26,355;26,561;279903872;;;
08/04/15;26,333;26,396;25,398;25,709;496554492;;;
08/05/15;25,33;26,337;25,14;25,88;397250452;;;
08/06/15;26,125;26,245;25,707;25,936;211612160;;;
08/07/15;25,812;26,188;25,794;26,024;154681620;;;
08/10/15;26,251;27,031;26,251;26,97;219806388;;;
08/11/15;26,54;26,623;25,531;25,567;388331256;;;
08/12/15;25,35;26,001;24,697;25,961;406742440;;;
08/13/15;26,141;26,222;25,803;25,941;194143156;;;
08/14/15;25,754;26,202;25,684;26,123;171718064;;;
08/17/15;26,141;26,504;26,019;26,393;163538980;;;
08/18/15;26,229;26,456;26,134;26,245;138242832;;;
08/19/15;26,155;26,249;25,835;25,909;193146040;;;
08/20/15;25,699;25,76;25,148;25,377;274006488;;;
08/21/15;24,877;25,208;23,799;23,825;513101884;;;
08/24/15;21,372;24,51;20,725;23,23;648825168;;;
08/25/15;25,03;25,03;23,316;23,37;414406396;;;
08/26/15;24,124;24,756;23,665;24,711;387098444;;;
08/27/15;25,283;25,51;24,785;25,438;338464224;;;
08/28/15;25,269;25,526;25,127;25,522;212657628;;;
08/31/15;25,238;25,801;25,231;25,402;224917084;;;
09/01/15;24,814;25,204;24,186;24,267;307383440;;;
09/02/15;24,832;25,308;24,585;25,308;247555248;;;
09/03/15;25,341;25,407;24,789;24,864;212935760;;;
09/04/15;24,548;24,882;24,445;24,616;199985244;;;
09/07/15;24,548;24,882;24,445;24,616;199985244;;;
09/08/15;25,175;25,357;24,852;25,301;219374504;;;
09/09/15;25,627;25,686;24,729;24,814;340043216;;;
09/10/15;24,841;25,52;24,758;25,359;251571324;;;
09/11/15;25,184;25,729;25,177;25,729;199661892;;;
09/14/15;26,263;26,333;25,875;25,977;233453724;;;
09/15/15;26,116;26,251;25,776;26,195;173364620;;;
09/16/15;26,188;26,254;26,006;26,224;148693956;;;
09/17/15;26,055;26,242;25,617;25,663;256450564;;;
09/18/15;25,278;25,749;25,202;25,558;297141164;;;
09/21/15;25,607;25,99;25,605;25,954;200887860;;;
09/22/15;25,542;25,722;25,348;25,546;201384636;;;
09/23/15;25,598;25,844;25,524;25,754;143026864;;;
09/24/15;25,513;26,019;25,314;25,907;200877900;;;
09/25/15;26,231;26,287;25,686;25,841;224607704;;;
09/28/15;25,648;25,81;25,33;25,33;208436044;;;
09/29/15;25,418;25,571;24,298;24,569;293461536;;;
09/30/15;24,819;25,127;24,494;24,848;265892132;;;
10/01/15;24,571;24,695;24,174;24,686;255716400;;;
10/02/15;24,332;25,009;24,228;24,866;232079032;;;
10/05/15;24,753;25,089;24,571;24,956;208258972;;;
10/06/15;24,922;25,172;24,727;25,075;195427908;;;
10/07/15;25,172;25,179;24,647;24,956;187062200;;;
10/08/15;24,823;24,823;24,377;24,668;247918308;;;
10/09/15;24,78;25,294;24,665;25,258;211064560;;;
10/12/15;25,395;25,4;25,105;25,141;121868816;;;
10/13/15;24,965;25,332;24,934;25,184;132197024;;;
10/14/15;25,071;25,123;24,681;24,828;177849796;;;
10/15/15;24,99;25,253;24,891;25,199;150693808;;;
10/16/15;25,181;25,231;24,9;25,015;156930436;;;
10/19/15;24,961;25,175;24,805;25,17;119036612;;;
10/20/15;25,082;25,72;24,965;25,63;195871052;;;
10/21/15;25,681;26,037;25,614;25,627;169307896;;;
10/22/15;25,756;26,019;25,704;26,019;166616356;;;
10/23/15;26,29;26,859;26,206;26,826;237467656;;;
10/26/15;26,601;26,612;25,889;25,97;265335124;;;
10/27/15;25,997;26,254;25,679;25,805;279537600;;;
10/28/15;26,342;26,875;26,146;26,869;342205408;;;
10/29/15;26,74;27,189;26,643;27,153;204909336;;;
10/30/15;27,256;27,308;26,909;26,92;197461016;;;
11/02/15;27,004;27,339;26,945;27,299;128813068;;;
11/03/15;27,211;27,819;27,191;27,612;182075904;;;
11/04/15;27,738;27,894;27,398;27,484;179544200;;;
11/05/15;27,567;27,757;27,19;27,357;158210720;;;
11/06/15;27,4;27,558;27,289;27,389;132169132;;;
11/09/15;27,366;27,558;27,16;27,278;135485620;;;
11/10/15;26,447;26,712;26,258;26,418;236511724;;;
11/11/15;26,328;26,565;26,065;26,269;180871884;;;
11/12/15;26,303;26,429;26,165;26,181;130102316;;;
11/13/15;26,063;26,147;25,4;25,416;183249612;;;
11/16/15;25,199;25,846;25,113;25,831;152426804;;;
11/17/15;26;26,029;25,638;25,721;110467756;;;
11/18/15;26,19;26,581;26,131;26,536;186698788;;;
11/19/15;26,615;27,092;26,416;26,873;173183280;;;
11/20/15;26,968;27,131;26,889;26,99;137148384;;;
11/23/15;26,984;27,088;26,547;26,64;129930112;;;
11/24/15;26,545;27,002;26,497;26,895;171212688;;;
11/25/15;26,97;26,975;26,678;26,703;85553232;;;
11/26/15;26,97;26,975;26,678;26,703;85553232;;;
11/27/15;26,762;26,789;26,606;26,653;52185780;;;
11/30/15;26,694;27,015;26,64;26,764;156721288;;;
12/01/15;26,866;26,88;26,438;26,547;139409496;;;
12/02/15;26,481;26,721;26,262;26,307;133546252;;;
12/03/15;26,368;26,423;25,841;26,063;166278036;;;
12/04/15;26,083;26,979;26,043;26,929;231107908;;;
12/07/15;26,918;27,117;26,653;26,76;128336996;;;
12/08/15;26,588;26,832;26,438;26,748;137237800;;;
12/09/15;26,615;26,626;26,036;26,158;185445428;;;
12/10/15;26,253;26,457;26,133;26,282;116850908;;;
12/11/15;26,061;26,106;25,531;25,606;187544644;;;
12/14/15;25,38;25,493;24,839;25,447;260014436;;;
12/15/15;25,325;25,52;24,966;24,997;213292420;;;
12/16/15;25,128;25,337;24,615;25,19;224953868;;;
12/17/15;25,343;25,395;24,656;24,656;179091308;;;
12/18/15;24,64;24,778;23,938;23,988;385813308;;;
12/21/15;24,271;24,291;23,884;24,282;190362440;;;
12/22/15;24,298;24,371;24,083;24,26;131157468;;;
12/23/15;24,269;24,626;24,253;24,572;130629416;;;
12/24/15;24,66;24,66;24,423;24,441;54386720;;;
12/25/15;24,66;24,66;24,423;24,441;54386720;;;
12/28/15;24,341;24,364;24,022;24,167;106816840;;;
12/29/15;24,199;24,757;24,176;24,601;123724972;;;
12/30/15;24,565;24,592;24,248;24,28;100855108;;;
12/31/15;24,21;24,214;23,714;23,814;163649264;;;
01/01/16;24,21;24,214;23,714;23,814;163649264;;;
01/04/16;23,215;23,838;23,077;23,834;270597548;;;
01/05/16;23,925;23,948;23,169;23,237;223163968;;;
01/06/16;22,751;23,16;22,595;22,782;273829552;;;
01/07/16;22,325;22,653;21,816;21,821;324377712;;;
01/08/16;22,296;22,423;21,891;21,936;283192064;;;
01/11/16;22,391;22,411;22,022;22,291;198957508;;;
01/12/16;22,748;22,78;22,362;22,615;196616908;;;
01/13/16;22,696;22,893;22,013;22,034;249758524;;;
01/14/16;22,162;22,733;21,66;22,515;252680508;;;
01/15/16;21,764;22,106;21,574;21,975;319335564;;;
01/18/16;21,764;22,106;21,574;21,975;319335564;;;
01/19/16;22,264;22,319;21,606;21,868;212350988;;;
01/20/16;21,515;22,214;21,135;21,898;289337664;;;
01/21/16;21,959;22,144;21,479;21,787;208645852;;;
01/22/16;22,314;22,954;22,255;22,945;263201868;;;
01/25/16;22,968;22,97;22,445;22,497;207178100;;;
01/26/16;22,608;22,823;22,187;22,622;300308008;;;
01/27/16;21,728;21,861;21,117;21,135;533478696;;;
01/28/16;21,219;21,384;20,902;21,287;222715300;;;
01/29/16;21,445;22,022;21,346;22,022;257666016;;;
02/01/16;21,825;21,88;21,583;21,816;163774164;;;
02/02/16;21,588;21,728;21,33;21,375;149428860;;;
02/03/16;21,493;21,909;21,285;21,798;183857176;;;
02/04/16;21,805;22,139;21,653;21,973;185886608;;;
02/05/16;21,955;22,046;21,311;21,387;185672256;;;
02/08/16;21,184;21,769;21,164;21,612;216085500;;;
02/09/16;21,448;21,823;21,366;21,607;177324780;;;
02/10/16;21,819;21,917;21,405;21,443;169374404;;;
02/11/16;21,334;21,546;21,061;21,314;200298844;;;
02/12/16;21,425;21,496;21,157;21,38;161405524;;;
02/15/16;21,425;21,496;21,157;21,38;161405524;;;
02/16/16;21,614;22,03;21,521;21,982;196231664;;;
02/17/16;21,989;22,34;21,871;22,319;179452972;;;
02/18/16;22,483;22,494;21,858;21,896;156083932;;;
02/19/16;21,837;22,01;21,791;21,846;141496692;;;
02/22/16;21,907;22,042;21,819;22,037;137123032;;;
02/23/16;21,928;21,951;21,507;21,539;127770532;;;
02/24/16;21,377;21,923;21,227;21,86;145022980;;;
02/25/16;21,848;22,01;21,666;22,01;110330636;;;
02/26/16;22,11;22,297;21,969;22,044;115964524;;;
02/29/16;22,033;22,344;21,985;21,994;140865108;;;
03/01/16;22,212;22,922;22,16;22,867;201628588;;;
03/02/16;22,863;22,949;22,665;22,917;132678240;;;
03/03/16;22,879;23,136;22,849;23,088;147822968;;;
03/04/16;23,286;23,6;23,058;23,431;184220400;;;
03/07/16;23,29;23,391;22,965;23,172;143663240;;;
03/08/16;22,924;23,147;22,838;22,981;126247556;;;
03/09/16;23,045;23,106;22,808;23,002;108806732;;;
03/10/16;23,068;23,256;22,781;23,013;134054308;;;
03/11/16;23,256;23,265;23,088;23,261;109632948;;;
03/14/16;23,181;23,409;23,152;23,32;100304248;;;
03/15/16;23,648;23,925;23,623;23,789;160270936;;;
03/16/16;23,795;24,182;23,791;24,105;153213972;;;
03/17/16;24,002;24,219;23,875;24,066;137682820;;;
03/18/16;24,189;24,225;23,927;24,093;176820684;;;
03/21/16;24,096;24,487;23,916;24,091;142010712;;;
03/22/16;23,941;24,405;23,932;24,275;129777500;;;
03/23/16;24,221;24,355;24,089;24,141;102813980;;;
03/24/16;23,991;24,168;23,859;24,037;104531820;;;
03/25/16;23,991;24,168;23,859;24,037;104531820;;;
03/28/16;24,112;24,155;23,898;23,927;77645488;;;
03/29/16;23,859;24,519;23,857;24,494;124760332;;;
03/30/16;24,714;25,117;24,703;24,921;182404596;;;
03/31/16;24,958;24,999;24,767;24,792;103553796;;;
04/01/16;24,744;25,021;24,612;25,019;103495800;;;
04/04/16;25,117;25,52;25,083;25,276;149424816;;;
04/05/16;24,91;25,188;24,89;24,978;106314608;;;
04/06/16;25,074;25,244;24,839;25,24;105616308;;;
04/07/16;25,01;25,117;24,594;24,689;127207480;;;
04/08/16;24,774;24,969;24,605;24,717;94326960;;;
04/11/16;24,787;25,16;24,755;24,799;117630072;;;
04/12/16;24,871;25,135;24,717;25,122;108929300;;;
04/13/16;25,203;25,554;25,203;25,485;133029264;;;
04/14/16;25,39;25,565;25,324;25,499;101895692;;;
04/15/16;25,501;25,545;24,96;24,987;187755876;;;
04/18/16;24,769;24,783;24,325;24,448;243285844;;;
04/19/16;24,539;24,567;24,164;24,319;129539516;;;
04/20/16;24,257;24,587;24,125;24,369;122444120;;;
04/21/16;24,323;24,323;24,002;24,105;126210100;;;
04/22/16;23,886;24,221;23,798;24,039;134732484;;;
04/25/16;23,884;24,032;23,773;23,902;112126352;;;
04/26/16;23,636;23,952;23,636;23,736;224064660;;;
04/27/16;21,837;22,453;21,764;22,251;458408568;;;
04/28/16;22,203;22,265;21,439;21,571;328970760;;;
04/29/16;21,38;21,546;21,043;21,323;274125912;;;
05/02/16;21,374;21,4;21,018;21,3;192640416;;;
05/03/16;21,427;21,778;21,309;21,65;227325108;;;
05/04/16;21,655;21,814;21,341;21,425;164101900;;;
05/05/16;21,512;21,528;21,21;21,338;143562000;;;
05/06/16;21,368;21,386;21,02;21,219;174799544;;;
05/09/16;21,283;21,46;21,189;21,235;131745744;;;
05/10/16;21,359;21,414;21,08;21,379;134747344;;;
05/11/16;21,393;21,414;21,16;21,171;114876436;;;
05/12/16;21,219;21,233;20,475;20,675;305258760;;;
05/13/16;20,597;20,979;20,597;20,716;177571060;;;
05/16/16;21,144;21,601;20,974;21,485;245039024;;;
05/17/16;21,638;21,672;21,286;21,395;187667756;;;
05/18/16;21,549;21,789;21,487;21,64;168249564;;;
05/19/16;21,659;21,659;21,414;21,558;121768400;;;
05/20/16;21,659;21,839;21,631;21,791;128103872;;;
05/23/16;21,94;22,242;21,894;22,068;152074572;;;
05/24/16;22,249;22,448;22,162;22,405;140560696;;;
05/25/16;22,581;22,826;22,453;22,798;154568432;;;
05/26/16;22,812;23,052;22,574;22,979;225324636;;;
05/27/16;22,757;22,993;22,713;22,965;145364960;;;
05/30/16;22,757;22,993;22,713;22,965;145364960;;;
05/31/16;22,794;22,977;22,615;22,853;169228848;;;
06/01/16;22,661;22,78;22,503;22,533;116693140;;;
06/02/16;22,336;22,391;22,114;22,364;160766400;;;
06/03/16;22,38;22,489;22,302;22,409;114019552;;;
06/06/16;22,425;23,318;22,325;22,572;93170016;;;
06/07/16;22,714;22,856;22,647;22,663;89637800;;;
06/08/16;22,661;22,785;22,583;22,643;83392524;;;
06/09/16;22,542;22,883;22,533;22,805;106405416;;;
06/10/16;22,549;22,736;22,537;22,618;126851744;;;
06/13/16;22,585;22,684;22,222;22,277;152081976;;;
06/14/16;22,272;22,536;22,142;22,304;127727776;;;
06/15/16;22,386;22,521;22,206;22,231;117780908;;;
06/16/16;22,073;22,37;21,986;22,325;125307260;;;
06/17/16;22,112;22,119;21,81;21,817;244032876;;;
06/20/16;21,97;22,1;21,748;21,764;137647604;;;
06/21/16;21,727;22,05;21,667;21,949;142185432;;;
06/22/16;22,027;22,174;21,821;21,867;116876488;;;
06/23/16;21,956;22,036;21,798;21,993;128960748;;;
06/24/16;21,263;21,662;21,203;21,375;301245424;;;
06/27/16;21,283;21,295;20,94;21,064;186488752;;;
06/28/16;21,26;21,434;21,087;21,418;161779656;;;
06/29/16;21,505;21,638;21,427;21,604;146124024;;;
06/30/16;21,613;21,917;21,581;21,878;143345424;;;
07/01/16;21,853;22,076;21,817;21,945;104106160;;;
07/04/16;21,853;22,076;21,817;21,945;104106160;;;
07/05/16;21,83;21,833;21,617;21,739;110820840;;;
07/06/16;21,649;21,892;21,597;21,862;123796360;;;
07/07/16;21,901;22,084;21,883;21,956;100525268;;;
07/08/16;22,082;22,174;21,981;22,125;115648412;;;
07/11/16;22,142;22,347;22,137;22,194;95179780;;;
07/12/16;22,238;22,359;22,226;22,295;96669852;;;
07/13/16;22,293;22,352;22,162;22,169;103568684;;;
07/14/16;22,288;22,654;22,272;22,608;155675988;;;
07/15/16;22,638;22,725;22,542;22,606;120547960;;;
07/18/16;22,588;22,915;22,565;22,846;145975468;;;
07/19/16;22,785;22,885;22,734;22,856;95119696;;;
07/20/16;22,885;22,991;22,825;22,876;105103872;;;
07/21/16;22,846;23,114;22,686;22,755;130808112;;;
07/22/16;22,716;22,725;22,499;22,579;113254676;;;
07/25/16;22,485;22,62;22,18;22,277;161531684;;;
07/26/16;22,158;22,421;22,066;22,123;224959288;;;
07/27/16;23,861;23,881;23,515;23,56;369379280;;;
07/28/16;23,533;23,904;23,531;23,879;159479356;;;
07/29/16;23,844;23,927;23,727;23,849;110934752;;;
08/01/16;23,895;24,293;23,895;24,27;152671484;;;
08/02/16;24,27;24,274;23,801;23,911;135266224;;;
08/03/16;23,986;24,222;23,977;24,21;120810564;;;
08/04/16;24,293;24,39;24,224;24,36;109634600;;;
08/05/16;24,452;24,769;24,431;24,73;162213608;;;
08/08/16;24,74;24,935;24,657;24,935;112148880;;;
08/09/16;24,903;25,066;24,852;25,036;105260816;;;
08/10/16;25,013;25,057;24,795;24,85;96034020;;;
08/11/16;24,97;25,064;24,815;24,834;109938024;;;
08/12/16;24,799;24,951;24,799;24,891;74641736;;;
08/15/16;24,882;25,204;24,868;25,191;103472836;;;
08/16/16;25,225;25,363;25,128;25,168;135177792;;;
08/17/16;25,103;25,165;24,928;25,131;101423904;;;
08/18/16;25,133;25,218;25,085;25,099;87938812;;;
08/19/16;25,027;25,239;24,933;25,163;101472288;;;
08/22/16;25,048;25,103;24,815;24,967;103280920;;;
08/23/16;24,986;25,154;24,972;25,046;85030676;;;
08/24/16;24,98;25,023;24,776;24,857;94700324;;;
08/25/16;24,71;24,822;24,546;24,751;100344992;;;
08/26/16;24,714;24,838;24,461;24,606;111065164;;;
08/29/16;24,532;24,721;24,457;24,578;99881200;;;
08/30/16;24,344;24,505;24,275;24,39;99455780;;;
08/31/16;24,312;24,521;24,307;24,413;118649624;;;
09/01/16;24,422;24,574;24,302;24,558;106806092;;;
09/02/16;24,781;24,85;24,578;24,788;107209800;;;
09/05/16;24,781;24,85;24,578;24,788;107209800;;;
09/06/16;24,827;24,919;24,737;24,781;107521564;;;
09/07/16;24,811;25,025;24,636;24,933;169457312;;;
09/08/16;24,677;24,682;24,215;24,279;212008104;;;
09/09/16;24,077;24,325;23,729;23,729;186227936;;;
09/12/16;23,619;24,325;23,591;24,261;181171080;;;
09/13/16;24,737;25,032;24,675;24,838;248704760;;;
