date;open;high;low;close;volume;;;
09/14/16;25,018;26,007;24,988;25,717;449361272;;;
09/15/16;26,198;26,629;26,113;26,592;362452708;;;
09/16/16;26,488;26,721;26,24;26,442;319547644;;;
09/19/16;26,504;26,732;26,058;26,134;188092184;;;
09/20/16;26,012;26,258;25,888;26,132;138057076;;;
09/21/16;26,196;26,228;25,872;26,127;144012740;;;
09/22/16;26,311;26,447;26,231;26,373;124295936;;;
09/23/16;26,327;26,412;25,667;25,934;209924604;;;
09/26/16;25,688;26,09;25,667;25,973;119477768;;;
09/27/16;26;26,042;25,849;26,021;98429648;;;
09/28/16;26,159;26,378;26,099;26,219;118564340;;;
09/29/16;26,037;26,185;25,724;25,812;143547960;;;
09/30/16;25,876;26,086;25,724;26,012;145516424;;;
10/03/16;25,934;26,012;25,835;25,89;86807040;;;
10/04/16;26,014;26,302;25,915;26;118947340;;;
10/05/16;26,093;26,152;25,929;26,012;85812356;;;
10/06/16;26,162;26,309;26,03;26,205;115117252;;;
10/07/16;26,302;26,359;26,118;26,244;97433772;;;
10/10/16;26,465;26,863;26,396;26,702;144943824;;;
10/11/16;27,082;27,31;26,737;26,76;256164172;;;
10/12/16;27,001;27,146;26,863;26,999;150347148;;;
10/13/16;26,873;27,022;26,626;26,916;140769624;;;
10/14/16;27,123;27,19;26,951;27,066;142608764;;;
10/17/16;26,997;27,114;26,87;27,047;94499584;;;
10/18/16;27,192;27,199;27,024;27,029;98213912;;;
10/19/16;26,978;27,096;26,185;26,948;80138376;;;
10/20/16;26,889;27,008;26,767;26,935;96503204;;;
10/21/16;26,877;26,9;26,755;26,829;92770660;;;
10/24/16;26,944;27,091;26,921;27,07;94154692;;;
10/25/16;27,139;27,234;26,992;27,208;192515880;;;
10/26/16;26,302;26,622;26,072;26,596;264536876;;;
10/27/16;26,55;26,659;26,254;26,341;138248180;;;
10/28/16;26,201;26,509;26,104;26,166;151446648;;;
10/31/16;26,15;26,283;26,046;26,125;105677592;;;
11/01/16;26,106;26,178;25,432;25,653;175303248;;;
11/02/16;25,632;25,851;25,593;25,676;113326836;;;
11/03/16;25,667;25,778;25,336;25,401;107730408;;;
11/04/16;25,1;25,498;25,003;25,172;123347988;;;
11/07/16;25,459;25,558;25,315;25,535;130240000;;;
11/08/16;25,512;25,838;25,371;25,685;97016716;;;
11/09/16;25,412;25,745;24,989;25,644;236705444;;;
11/10/16;25,692;25,692;24,476;24,929;228538164;;;
11/11/16;24,774;25,179;24,642;25,077;136575592;;;
11/14/16;24,911;24,933;24,071;24,448;204702016;;;
11/15/16;24,647;24,904;24,552;24,772;129058040;;;
11/16/16;24,677;25,493;24,654;25,438;235362088;;;
11/17/16;25,396;25,521;25,17;25,429;110528012;;;
11/18/16;25,375;25,565;25,362;25,454;113715668;;;
11/21/16;25,468;25,9;25,442;25,84;117058284;;;
11/22/16;25,891;26;25,764;25,856;103862136;;;
11/23/16;25,755;25,789;25,516;25,725;109705576;;;
11/24/16;25,755;25,789;25,516;25,725;109705576;;;
11/25/16;25,701;25,873;25,66;25,854;45903688;;;
11/28/16;25,771;26,01;25,762;25,803;108775932;;;
11/29/16;25,621;25,91;25,456;25,778;114115000;;;
11/30/16;25,81;25,949;25,503;25,56;144649032;;;
12/01/16;25,525;25,658;25,216;25,322;148347448;;;
12/02/16;25,248;25,461;25,174;25,417;106111988;;;
12/05/16;25,44;25,447;25,035;25,234;137298160;;;
12/06/16;25,324;25,523;25,253;25,429;104781848;;;
12/07/16;25,269;25,715;25,246;25,678;119994876;;;
12/08/16;25,639;26,002;25,579;25,93;108273264;;;
12/09/16;25,974;26,527;25,974;26,354;137610508;;;
12/12/16;26,201;26,597;26,016;26,203;105497508;;;
12/13/16;26,328;26,809;26,307;26,64;174935244;;;
12/14/16;26,606;26,874;26,592;26,64;136127336;;;
12/15/16;26,684;26,997;26,65;26,786;186098176;;;
12/16/16;26,936;26,943;26,746;26,821;177404536;;;
12/19/16;26,782;27,147;26,77;26,976;111117692;;;
12/20/16;26,999;27,175;26,985;27,047;85699860;;;
12/21/16;27,013;27,152;27,008;27,073;95132660;;;
12/22/16;26,909;26,946;26,745;26,895;104343416;;;
12/23/16;26,733;26,948;26,733;26,948;56997936;;;
12/26/16;26,733;26,948;26,733;26,948;56997936;;;
12/27/16;26,948;27,244;26,941;27,119;73187420;;;
12/28/16;27,179;27,294;26,874;27,004;83623568;;;
12/29/16;26,932;27,084;26,92;26,997;60158076;;;
12/30/16;26,978;27,105;26,696;26,786;122345060;;;
01/02/17;26,978;27,105;26,696;26,786;122345060;;;
01/03/17;26,782;26,904;26,541;26,862;115127460;;;
01/04/17;26,793;26,946;26,77;26,832;84472464;;;
01/05/17;26,809;27,028;26,784;26,969;88774348;;;
01/06/17;27,008;27,327;26,936;27,27;127007600;;;
01/09/17;27,279;27,621;27,276;27,519;134247792;;;
01/10/17;27,468;27,609;27,36;27,547;97848204;;;
01/11/17;27,461;27,737;27,429;27,695;110354372;;;
01/12/17;27,497;27,591;27,339;27,579;108344880;;;
01/13/17;27,547;27,665;27,478;27,531;104447792;;;
01/16/17;27,547;27,665;27,478;27,531;104447792;;;
01/17/17;27,369;27,808;27,341;27,753;137759372;;;
01/18/17;27,753;27,869;27,686;27,751;94851844;;;
01/19/17;27,614;27,774;27,607;27,702;102389164;;;
01/20/17;27,857;27,857;27,691;27,753;130391568;;;
01/23/17;27,753;27,94;27,7;27,771;88200872;;;
01/24/17;27,649;27,776;27,637;27,746;92844152;;;
01/25/17;27,85;28,239;27,818;28,188;130346692;;;
01/26/17;28,139;28,317;28,123;28,202;105350304;;;
01/27/17;28,248;28,296;28,123;28,204;82251776;;;
01/30/17;27,968;28,13;27,906;28,13;121510012;;;
01/31/17;28,019;28,074;27,896;28,065;196803972;;;
02/01/17;29,379;30,179;29,374;29,777;447940160;;;
02/02/17;29,597;29,925;29,552;29,726;134841644;;;
02/03/17;29,675;29,878;29,64;29,853;98029204;;;
02/06/17;29,864;30,181;29,811;30,133;107383696;;;
02/07/17;30,191;30,549;30,17;30,419;152735364;;;
02/08/17;30,378;30,579;30,348;30,537;92016288;;;
02/09/17;30,579;30,764;30,456;30,758;113399436;;;
02/10/17;30,767;30,879;30,672;30,688;80261832;;;
02/13/17;30,911;31,083;30,835;30,96;92141684;;;
02/14/17;31,002;31,378;30,951;31,362;132904892;;;
02/15/17;31,478;31,652;31,269;31,476;142492400;;;
02/16/17;31,513;31,566;31,32;31,437;90338220;;;
02/17/17;31,381;31,55;31,381;31,525;88792788;;;
02/20/17;31,381;31,55;31,381;31,525;88792788;;;
02/21/17;31,643;31,764;31,585;31,752;98028624;;;
02/22/17;31,69;31,85;31,615;31,847;83347728;;;
02/23/17;31,91;31,933;31,659;31,713;83152744;;;
02/24/17;31,569;31,743;31,422;31,743;87106340;;;
02/27/17;31,854;31,923;31,655;31,806;81029704;;;
02/28/17;31,84;31,923;31,752;31,82;93931440;;;
03/01/17;32,029;32,554;31,96;32,47;145658340;;;
03/02/17;32,519;32,583;32,231;32,277;104843936;;;
03/03/17;32,235;32,479;32,191;32,468;86284484;;;
03/06/17;32,371;32,465;32,193;32,365;87000176;;;
03/07/17;32,3;32,514;32,238;32,407;69785188;;;
03/08/17;32,275;32,472;32,245;32,286;74828944;;;
03/09/17;32,226;32,238;31,834;32,212;88623616;;;
03/10/17;32,345;32,369;32,203;32,319;78451204;;;
03/13/17;32,252;32,386;32,245;32,333;69686868;;;
03/14/17;32,356;32,437;32,249;32,284;61236260;;;
03/15/17;32,382;32,693;32,292;32,626;102767096;;;
03/16/17;32,686;32,756;32,579;32,679;76927992;;;
03/17/17;32,751;32,751;32,493;32,516;175539808;;;
03/20/17;32,612;32,867;32,572;32,858;86168152;;;
03/21/17;33,009;33,169;32,456;32,482;158119648;;;
03/22/17;32,483;32,89;32,463;32,849;103440660;;;
03/23/17;32,811;32,887;32,66;32,732;81385204;;;
03/24/17;32,867;32,923;32,6;32,667;89582252;;;
03/27/17;32,377;32,802;32,198;32,723;94300376;;;
03/28/17;32,73;33,457;32,663;33,401;133499220;;;
03/29/17;33,374;33,562;33,26;33,476;116759820;;;
03/30/17;33,492;33,564;33,332;33,432;84829008;;;
03/31/17;33,383;33,511;33,218;33,369;78646604;;;
04/03/17;33,38;33,476;33,227;33,378;79942856;;;
04/04/17;33,274;33,655;33,255;33,627;79565416;;;
04/05/17;33,499;33,787;33,404;33,452;110871416;;;
04/06/17;33,515;33,569;33,32;33,369;84596136;;;
04/07/17;33,385;33,49;33,278;33,295;66688792;;;
04/10/17;33,355;33,42;33,192;33,255;75733588;;;
04/11/17;33,202;33,297;32,533;32,897;121517504;;;
04/12/17;32,89;33,018;32,753;32,937;81400000;;;
04/13/17;32,962;33,072;32,763;32,763;71291520;;;
04/14/17;32,962;33,072;32,763;32,763;71291520;;;
04/17/17;32,863;32,955;32,721;32,944;66328376;;;
04/18/17;32,846;32,993;32,777;32,797;58790176;;;
04/19/17;32,955;32,983;32,623;32,677;69313500;;;
04/20/17;32,802;33,197;32,788;33,085;93278248;;;
04/21/17;33,085;33,141;32,948;33,046;69283712;;;
04/24/17;33,332;33,436;33,257;33,364;68537332;;;
04/25/17;33,427;33,657;33,418;33,571;75486004;;;
04/26/17;33,557;33,587;33,303;33,374;80164964;;;
04/27/17;33,43;33,485;33,288;33,399;56985388;;;
04/28/17;33,469;33,518;33,278;33,367;83441432;;;
05/01/17;33,703;34,191;33,671;34,047;134411772;;;
05/02/17;34,27;34,398;34,108;34,263;181408776;;;
05/03/17;33,817;34,258;33,511;34,159;182788136;;;
05/04/17;34,033;34,177;33,868;34,036;93487488;;;
05/05/17;34,089;34,605;34,089;34,6;109310900;;;
05/08/17;34,616;35,701;34,616;35,541;195009652;;;
05/09/17;35,74;35,975;35,643;35,768;156521452;;;
05/10/17;35,685;35,757;35,332;35,599;103222768;;;
05/11/17;35,557;35,935;35,524;35,907;109020232;;;
05/12/17;36,082;36,483;36,075;36,408;130108068;;;
05/15/17;36,387;36,536;36,163;36,315;104038876;;;
05/16/17;36,371;36,399;36,086;36,261;80193912;;;
05/17/17;35,825;36,051;34,918;35,044;203070712;;;
05/18/17;35,282;35,764;35,249;35,578;134272860;;;
05/19/17;35,774;35,914;35,599;35,699;107843152;;;
05/22/17;35,918;36,054;35,664;35,916;91865748;;;
05/23/17;36,128;36,128;35,757;35,872;79675484;;;
05/24/17;35,881;35,958;35,608;35,764;76876616;;;
05/25/17;35,855;36;35,692;35,888;76942392;;;
05/26/17;35,918;35,974;35,757;35,827;87710548;;;
05/29/17;35,918;35,974;35,757;35,827;87710548;;;
05/30/17;35,783;36,019;35,762;35,841;80507404;;;
05/31/17;35,911;35,958;35,54;35,629;97804656;;;
06/01/17;35,725;35,762;35,503;35,727;65616352;;;
06/02/17;35,82;36,256;35,659;36,256;111082860;;;
06/05/17;35,998;36,023;35,792;35,902;101326648;;;
06/06/17;35,895;36,34;35,867;36,023;106499704;;;
06/07/17;36,156;36,38;36,03;36,238;84278588;;;
06/08/17;36,21;36,277;36,012;36,149;85003192;;;
06/09/17;36,196;36,196;34,057;34,747;259530628;;;
06/12/17;33,992;34,073;33,238;33,917;289229320;;;
06/13/17;34,323;34,391;33,854;34,19;136661780;;;
06/14/17;34,402;34,402;33,549;33,856;126124928;;;
06/15/17;33,427;33,698;33,168;33,654;128661492;;;
06/16/17;33,535;33,703;33,166;33,182;201444372;;;
06/19/17;33,507;34,225;33,507;34,132;130165616;;;
06/20/17;34,255;34,255;33,805;33,821;99600292;;;
06/21/17;33,94;34,069;33,728;34,022;85063004;;;
06/22/17;33,999;34,216;33,847;33,966;76425176;;;
06/23/17;33,849;34,323;33,845;34,118;141757556;;;
06/26/17;34,325;34,584;33,908;34,01;102769444;;;
06/27/17;33,821;34,09;33,497;33,523;99047564;;;
06/28/17;33,7;34,078;33,39;34,013;88329728;;;
06/29/17;33,752;33,849;33,185;33,511;125997472;;;
06/30/17;33,691;33,81;33,535;33,591;92096428;;;
07/03/17;33,791;33,889;33,376;33,469;57111392;;;
07/04/17;33,791;33,889;33,376;33,469;57111392;;;
07/05/17;33,514;33,77;33,288;33,607;86278228;;;
07/06/17;33,357;33,469;33,215;33,29;96515128;;;
07/07/17;33,329;33,761;33,329;33,628;76806848;;;
07/10/17;33,612;34,041;33,439;33,833;84362544;;;
07/11/17;33,756;34,017;33,675;33,943;79127344;;;
07/12/17;34,022;34,094;33,777;33,992;99537912;;;
07/13/17;33,936;34,633;33,922;34,465;100797492;;;
07/14/17;34,512;34,829;34,363;34,761;80528244;;;
07/17/17;34,71;35,195;34,652;34,883;95173824;;;
07/18/17;34,799;35,016;34,675;35,004;71475168;;;
07/19/17;35,097;35,317;34,974;35,223;83691876;;;
07/20/17;35,335;35,391;35,03;35,065;68974992;;;
07/21/17;34,983;35,088;34,724;35,048;105010520;;;
07/24/17;35,121;35,554;34,962;35,473;85972640;;;
07/25/17;35,405;35,881;35,405;35,624;75415728;;;
07/26/17;35,767;35,902;35,699;35,792;63123804;;;
07/27/17;35,86;35,916;34,356;35,116;129905348;;;
07/28/17;34,96;35,039;34,796;34,869;68854612;;;
07/31/17;34,962;35,062;34,549;34,689;79383680;;;
08/01/17;34,775;35,037;34,614;34,997;141474580;;;
08/02/17;37,15;37,259;36,422;36,651;279747200;;;
08/03/17;36,63;36,667;36,156;36,284;108389184;;;
08/04/17;36,401;36,711;36,312;36,476;82239408;;;
08/07/17;36,632;37,066;36,541;37,04;87481284;;;
08/08/17;36,991;37,745;36,914;37,336;144823584;;;
08/09/17;37,145;37,614;37,11;37,565;104526120;;;
08/10/17;37,441;37,464;36,207;36,368;163217092;;;
08/11/17;36,668;37,13;36,544;36,874;105028384;;;
08/14/17;37,305;37,513;37,172;37,429;88490936;;;
08/15/17;37,619;37,978;37,497;37,839;117861948;;;
08/16/17;37,918;38,052;37,499;37,687;110686448;;;
08/17/17;37,586;37,63;36,958;36,963;111762260;;;
08/18/17;36,963;37,347;36,696;36,879;109712276;;;
08/21/17;36,879;36,97;36,319;36,811;105474112;;;
08/22/17;37,05;37,464;37,001;37,413;86418340;;;
08/23/17;37,246;37,574;37,202;37,46;77596324;;;
08/24/17;37,565;37,638;37,125;37,293;79275672;;;
08/25/17;37,382;37,595;37,293;37,431;101920252;;;
08/28/17;37,497;37,933;37,448;37,808;103863888;;;
08/29/17;37,488;38,195;37,464;38,146;118067640;;;
08/30/17;38,354;38,375;38,075;38,249;109078336;;;
08/31/17;38,317;38,523;38,279;38,401;107140384;;;
09/01/17;38,588;38,621;38,314;38,413;66364204;;;
09/04/17;38,588;38,621;38,314;38,413;66364204;;;
09/05/17;38,342;38,459;37,595;37,951;118145256;;;
09/06/17;38,099;38,164;37,586;37,911;86606904;;;
09/07/17;37,954;37,989;37,549;37,759;87714008;;;
09/08/17;37,666;37,734;37,12;37,143;114446140;;;
09/11/17;37,581;37,944;37,438;37,815;126323192;;;
09/12/17;38,075;38,391;37,176;37,666;286856184;;;
09/13/17;37,434;37,455;36,975;37,382;179629444;;;
09/14/17;37,228;37,324;37,017;37,062;95042996;;;
09/15/17;37,106;37,691;36,996;37,436;196458408;;;
09/18/17;37,49;37,581;36,995;37,153;113077740;;;
09/19/17;37,35;37,41;37,099;37,167;83242528;;;
09/20/17;36,973;37,057;36,02;36,544;211805456;;;
09/21/17;36,481;36,481;35,767;35,917;150046644;;;
09/22/17;35,596;35,654;35,254;35,565;186581772;;;
09/25/17;35,12;35,551;34,926;35,252;177549344;;;
09/26/17;35,54;36,041;35,518;35,858;146640180;;;
09/27/17;36,013;36,228;35,952;36,113;102016908;;;
09/28/17;36,034;36,125;35,755;35,891;88021820;;;
09/29/17;35,874;36,09;35,591;36,087;105199240;;;
10/02/17;36,12;36,165;35,76;36,015;74795368;;;
10/03/17;36,062;36,315;36,038;36,172;64921172;;;
10/04/17;35,973;36,027;35,699;35,938;80655000;;;
10/05/17;36,101;36,397;36,071;36,385;85135076;;;
10/06/17;36,286;36,408;36,19;36,364;69630232;;;
10/09/17;36,483;36,699;36,407;36,49;65051692;;;
10/10/17;36,541;36,996;36,317;36,504;62468056;;;
10/11/17;36,521;36,757;36,469;36,656;67622560;;;
10/12/17;36,61;36,848;36,464;36,528;64500216;;;
10/13/17;36,699;36,827;36,624;36,759;65576752;;;
10/16/17;36,973;37,464;36,914;37,436;96485808;;;
10/17/17;37,413;37,668;37,284;37,574;75989100;;;
10/18/17;37,563;37,63;37,371;37,408;65496656;;;
10/19/17;36,703;36,781;36,298;36,523;170336664;;;
10/20/17;36,67;36,937;36,518;36,586;95896584;;;
10/23/17;36,736;36,923;36,411;36,567;87937308;;;
10/24/17;36,596;36,86;36,574;36,785;71028920;;;
10/25/17;36,741;36,891;36,357;36,624;84828392;;;
10/26/17;36,816;36,956;36,71;36,858;68001876;;;
10/27/17;37,298;38,307;37,16;38,178;177816640;;;
10/30/17;38,375;39,354;38,335;39,038;178803088;;;
10/31/17;39,314;39,724;39,089;39,581;144187312;;;
11/01/17;39,775;39,792;38,778;39,078;134551048;;;
11/02/17;39,253;39,455;38,701;39,363;165573492;;;
11/03/17;40,742;40,803;40,068;40,391;237594524;;;
11/06/17;40,36;40,974;40,208;40,801;140105224;;;
11/07/17;40,721;41,035;40,649;40,932;97445940;;;
11/08/17;40,897;41,267;40,82;41,267;97638108;;;
11/09/17;41,002;41,233;40,541;41,183;117930384;;;
11/10/17;41,15;41,213;40,952;41,046;100582000;;;
11/13/17;40,771;41,006;40,748;40,882;67928320;;;
11/14/17;40,663;40,767;40,226;40,264;99129948;;;
11/15/17;39,942;40,024;39,568;39,733;116632280;;;
11/16/17;40,226;40,388;40,019;40,207;94549936;;;
11/17/17;40,193;40,275;39,864;39,984;87598176;;;
11/20/17;40,017;40,08;39,845;39,944;65049788;;;
11/21/17;40,132;40,818;40,132;40,687;100525180;;;
11/22/17;40,738;41,124;40,666;41,114;102355700;;;
11/23/17;40,738;41,124;40,666;41,114;102355700;;;
11/24/17;41,147;41,241;41,041;41,117;56106692;;;
11/27/17;41,136;41,143;40,734;40,91;82867208;;;
11/28/17;40,959;41,093;40,386;40,67;105715208;;;
11/29/17;40,567;40,635;39,281;39,827;166665456;;;
11/30/17;40,05;40,452;39,582;40,384;166108872;;;
12/01/17;39,937;40,341;39,596;40,196;159037152;;;
12/04/17;40,532;40,565;39,862;39,902;130169540;;;
12/05/17;39,728;40,306;39,573;39,864;109400616;;;
12/06/17;39,361;39,997;39,117;39,716;114240000;;;
12/07/17;39,721;40,052;39,693;39,789;102693232;;;
12/08/17;40,064;40,184;39,672;39,801;93420924;;;
12/11/17;39,761;40,628;39,665;40,576;141095036;;;
12/12/17;40,454;40,51;40,292;40,348;77636920;;;
12/13/17;40,536;40,781;40,419;40,482;95273788;;;
12/14/17;40,513;40,684;40,337;40,471;81906164;;;
12/15/17;40,802;40,929;40,527;40,882;160677228;;;
12/18/17;41,096;41,641;41,091;41,458;117684456;;;
12/19/17;41,131;41,215;40,91;41,016;109745788;;;
12/20/17;41,093;41,223;40,713;40,971;93902596;;;
12/21/17;40,929;41,364;40,912;41,126;83799584;;;
12/22/17;41,049;41,223;41,006;41,126;65397776;;;
12/25/17;41,049;41,223;41,006;41,126;65397776;;;
12/26/17;40,137;40,294;39,873;40,083;132742144;;;
12/27/17;39,972;40,132;39,881;40,09;85992852;;;
12/28/17;40,184;40,384;40,062;40,203;65920748;;;
12/29/17;40,071;40,088;39,766;39,768;103999688;;;
01/01/18;40,071;40,088;39,766;39,768;103999688;;;
01/02/18;39,986;40,489;39,775;40,48;102223736;;;
01/03/18;40,543;41,018;40,409;40,473;118071596;;;
01/04/18;40,546;40,764;40,438;40,661;89738388;;;
01/05/18;40,757;41,211;40,666;41,124;94640072;;;
01/08/18;40,971;41,267;40,872;40,971;82271064;;;
01/09/18;41,018;41,138;40,75;40,966;86335988;;;
01/10/18;40,691;40,959;40,654;40,957;95839580;;;
01/11/18;41,027;41,239;41,004;41,19;74670916;;;
01/12/18;41,401;41,678;41,277;41,615;101672320;;;
01/15/18;41,401;41,678;41,277;41,615;101672320;;;
01/16/18;41,805;42,155;41,392;41,403;118263788;;;
01/17/18;41,394;42,123;41,14;42,087;137547344;;;
01/18/18;42,151;42,322;41,888;42,125;124773408;;;
01/19/18;41,972;42,2;41,69;41,937;129700268;;;
01/22/18;41,664;41,777;41,5;41,594;108434204;;;
01/23/18;41,664;42,167;41,552;41,603;130756584;;;
01/24/18;41,653;41,664;40,701;40,941;204420360;;;
01/25/18;41,007;41,112;40,073;40,21;166116016;;;
01/26/18;40,419;40,419;39,963;40,304;156572044;;;
01/29/18;39,986;39,986;39,26;39,469;202561624;;;
01/30/18;38,897;39,331;38,703;39,237;184192740;;;
01/31/18;39,213;39,583;39,126;39,345;129915720;;;
02/01/18;39,283;39,625;39,187;39,427;188923148;;;
02/02/18;39,009;39,197;37,622;37,716;346375300;;;
02/05/18;37,387;38,511;36,659;36,774;290954088;;;
02/06/18;36,384;38,473;36,189;38,311;272975352;;;
02/07/18;38,324;38,398;37,38;37,491;206434320;;;
02/08/18;37,667;37,834;36,431;36,459;217562064;;;
02/09/18;37,061;37,254;35,449;36,905;282690432;;;
02/12/18;37,398;38,67;37,165;38,392;243278156;;;
02/13/18;38,212;38,873;38,142;38,776;130196652;;;
02/14/18;38,471;39,531;38,432;39,491;162579732;;;
02/15/18;40,062;40,841;39,876;40,817;204588684;;;
02/16/18;40,669;41,249;40,529;40,685;160704364;;;
02/19/18;40,669;41,249;40,529;40,685;160704364;;;
02/20/18;40,595;41,117;40,447;40,548;135722160;;;
02/21/18;40,779;41,084;40,35;40,364;149886492;;;
02/22/18;40,536;41,044;40,515;40,702;123967760;;;
02/23/18;40,978;41,445;40,947;41,409;135249440;;;
02/26/18;41,61;42,327;41,577;42,228;152648696;;;
02/27/18;42,259;42,585;42,037;42,091;155712500;;;
02/28/18;42,297;42,616;42,011;42,028;151128552;;;
03/01/18;42,127;42,418;40,739;41,292;195207880;;;
03/02/18;40,772;41,598;40,69;41,577;153815800;;;
03/05/18;41,341;41,938;41,178;41,721;113605464;;;
03/06/18;41,978;42,058;41,558;41,686;95154024;;;
03/07/18;41,277;41,492;41,119;41,299;126813848;;;
03/08/18;41,405;41,792;41,308;41,749;95096428;;;
03/09/18;41,99;42,471;41,855;42,467;128740648;;;
03/12/18;42,54;43,035;42,521;42,877;128828324;;;
03/13/18;43,082;43,297;42,292;42,464;126774116;;;
03/14/18;42,547;42,594;41,955;42,103;117473424;;;
03/15/18;42,117;42,528;42,016;42,153;90975192;;;
03/16/18;42,153;42,264;41,91;42,004;157618752;;;
03/19/18;41,839;41,874;40,975;41,362;133787084;;;
03/20/18;41,348;41,716;41,277;41,348;78597400;;;
03/21/18;41,301;41,313;40,409;40,411;148219740;;;
03/22/18;40,112;40,744;39,781;39,84;165963068;;;
03/23/18;39,732;40,093;38,918;38,918;164115136;;;
03/26/18;39,656;40,843;39,272;40,765;150164944;;;
03/27/18;40,98;41,327;39,385;39,72;163690316;;;
03/28/18;39,463;40,116;38,977;39,281;166674180;;;
03/29/18;39,594;40,525;39,38;39,588;153594020;;;
03/30/18;39,594;40,525;39,38;39,588;153594020;;;
04/02/18;39,612;39,862;38,807;39,328;150347164;;;
04/03/18;39,555;39,816;38,904;39,732;121112184;;;
04/04/18;38,904;40,586;38,878;40,492;138421956;;;
04/05/18;40,721;41,11;40,603;40,772;107732788;;;
04/06/18;40,341;40,697;39,687;39,73;140021160;;;
04/09/18;40,083;40,841;40,075;40,124;116070872;;;
04/10/18;40,82;41,056;40,473;40,879;114456964;;;
04/11/18;40,638;41,037;40,513;40,687;89726560;;;
04/12/18;40,916;41,292;40,829;41,089;91557140;;;
04/13/18;41,24;41,49;41,02;41,228;100497020;;;
04/16/18;41,299;41,572;41,251;41,485;86313680;;;
04/17/18;41,643;42,22;41,624;42,056;106421768;;;
04/18/18;41,955;42,193;41,735;41,962;83018152;;;
04/19/18;41,28;41,384;40,739;40,772;139235200;;;
04/20/18;40,252;40,399;39,033;39,102;261964560;;;
04/23/18;39,365;39,385;38,717;38,989;146061908;;;
04/24/18;39,09;39,246;38,04;38,446;134768068;;;
04/25/18;38,37;39,031;38,321;38,613;113528336;;;
04/26/18;38,724;39,104;38,547;38,748;111852056;;;
04/27/18;38,696;38,774;37,901;38,3;142623356;;;
04/30/18;38,255;39,465;38,186;38,993;169709696;;;
05/01/18;39,265;39,923;38,996;39,899;214277504;;;
05/02/18;41,345;41,94;41,008;41,662;266157484;;;
05/03/18;41,499;41,881;41,16;41,737;136272720;;;
05/04/18;42,058;43,474;42,039;43,375;224805268;;;
05/07/18;43,693;44,281;43,592;43,689;169805692;;;
05/08/18;43,649;43,939;43,336;43,899;113611108;;;
05/09/18;44,017;44,217;43,703;44,208;92844964;;;
05/10/18;44,298;44,918;44,276;44,84;111957156;;;
05/11/18;44,883;45,018;44,4;44,67;104848884;;;
05/14/18;44,769;44,892;44,497;44,565;83115088;;;
05/15/18;44,241;44,31;43,843;44,16;94780636;;;
05/16/18;44,073;44,639;44,056;44,573;76732256;;;
05/17/18;44,53;44,745;44,141;44,291;69176116;;;
05/18/18;44,338;44,485;44,087;44,13;73190912;;;
05/21/18;44,53;44,831;44,272;44,442;73603148;;;
05/22/18;44,619;44,738;44,241;44,331;60962816;;;
05/23/18;44,139;44,648;43,999;44,615;80233660;;;
05/24/18;44,712;44,729;44,106;44,565;92935900;;;
05/25/18;44,584;44,921;44,447;44,667;69843852;;;
05/28/18;44,584;44,921;44,447;44,667;69843852;;;
05/29/18;44,435;44,708;44,262;44,506;90056300;;;
05/30/18;44,464;44,53;44,241;44,411;74762188;;;
05/31/18;44,345;44,584;44,089;44,262;109931172;;;
06/01/18;44,528;45,065;44,471;45,06;93770040;;;
06/04/18;45,391;45,814;45,323;45,437;105064696;;;
06/05/18;45,73;45,937;45,563;45,788;86263852;;;
06/06/18;45,863;45,97;45,458;45,946;83734476;;;
06/07/18;45,984;45,998;45,557;45,823;85388720;;;
06/08/18;45,281;45,477;44,949;45,406;106627196;;;
06/11/18;45,323;45,47;45,053;45,295;73233840;;;
06/12/18;45,332;45,622;45,276;45,544;67644564;;;
06/13/18;45,577;45,686;45,108;45,169;86553572;;;
06/14/18;45,371;45,376;45,056;45,193;86440296;;;
06/15/18;45,011;45,042;44,591;44,729;246876640;;;
06/18/18;44,501;44,819;44,34;44,705;73939460;;;
06/19/18;43,852;44,134;43,452;43,983;134313820;;;
06/20/18;44,139;44,34;43,992;44,175;82514804;;;
06/21/18;44,352;44,613;43,805;43,928;102847592;;;
06/22/18;44,085;44,092;43,748;43,8;108801788;;;
06/25/18;43,44;43,8;42,808;43,149;126652384;;;
06/26/18;43,343;44,182;43,237;43,684;98276804;;;
06/27/18;43,873;44,359;43,59;43,62;101141312;;;
06/28/18;43,606;44,106;43,535;43,938;69460940;;;
06/29/18;44,125;44,338;43,324;43,845;90950664;;;
07/02/18;43,54;44,364;43,445;44,336;70925372;;;
07/03/18;44,48;44,518;43,474;43,564;55819224;;;
07/04/18;44,48;44,518;43,474;43,564;55819224;;;
07/05/18;43,881;44,153;43,649;43,914;66416992;;;
07/06/18;43,919;44,633;43,867;44,523;69940980;;;
07/09/18;44,885;45,165;44,838;45,141;79026536;;;
07/10/18;45,172;45,307;45,046;45,087;63756596;;;
07/11/18;44,648;44,952;44,438;44,501;75325880;;;
07/12/18;44,892;45,338;44,84;45,248;72164524;;;
07/13/18;45,259;45,439;45,217;45,319;50079168;;;
07/16/18;45,364;45,631;45,102;45,219;60172440;;;
07/17/18;44,944;45,447;44,814;45,347;62138092;;;
07/18/18;45,425;45,43;44,987;45,098;65573524;;;
07/19/18;44,93;45,608;44,93;45,449;81147008;;;
