date,open,high,low,close,volume,typical_price,ticker
2013-03-13,13.084,13.269,12.99,13.081,405816768,13.113333333333335,TESTE
2013-03-14,13.218,13.273,13.145,13.208,303874984,13.208666666666666,TESTE
2013-03-15,13.373,13.566,13.353,13.548,643959148,13.488999999999999,TESTE
2013-03-18,13.481,13.97,13.473,13.917,606196360,13.786666666666667,TESTE
2013-03-19,14.032,14.077,13.696,13.879,526773240,13.884,TESTE
2013-03-20,13.969,13.975,13.73,13.806,308660632,13.836999999999998,TESTE
2013-03-21,13.749,13.986,13.745,13.825,383253640,13.851999999999999,TESTE
2013-03-22,13.882,14.112,13.837,14.106,395104444,14.018333333333333,TESTE
2013-03-25,14.191,14.351,14.102,14.157,501133752,14.203333333333333,TESTE
2013-03-26,14.214,14.226,14.064,14.082,294293692,14.124,TESTE
2013-03-27,13.939,13.95,13.764,13.806,331409176,13.839999999999998,TESTE
2013-03-28,13.737,13.798,13.486,13.518,442982344,13.600666666666667,TESTE
2013-03-29,13.737,13.798,13.486,13.518,442982344,13.600666666666667,TESTE
2013-04-01,13.495,13.55,13.062,13.098,389729956,13.236666666666666,TESTE
2013-04-02,13.058,13.38,13.021,13.125,529772936,13.175333333333334,TESTE
2013-04-03,13.173,13.354,13.141,13.192,363214908,13.229,TESTE
2013-04-04,13.246,13.284,12.986,13.062,358658552,13.110666666666667,TESTE
2013-04-05,12.963,12.977,12.816,12.924,383693912,12.905666666666667,TESTE
2013-04-08,12.974,13.055,12.902,13.016,301058968,12.991,TESTE
2013-04-09,13.02,13.086,12.91,13.039,306752460,13.011666666666668,TESTE
2013-04-10,13.073,13.347,13.009,13.305,375926992,13.220333333333334,TESTE
2013-04-11,13.245,13.375,13.168,13.264,328616372,13.269,TESTE
2013-04-12,13.258,13.258,13.104,13.125,238725116,13.162333333333331,TESTE
2013-04-15,13.04,13.067,12.812,12.821,317518824,12.899999999999999,TESTE
2013-04-16,12.874,13.028,12.843,13.016,305771032,12.962333333333333,TESTE
2013-04-17,12.834,12.844,12.157,12.301,945053844,12.434,TESTE
2013-04-18,12.368,12.392,11.902,11.972,666296652,12.088666666666667,TESTE
2013-04-19,11.848,12.203,11.76,11.926,609272804,11.963000000000001,TESTE
2013-04-22,11.99,12.282,11.949,12.175,429917768,12.135333333333335,TESTE
2013-04-23,12.337,12.471,12.179,12.402,664235796,12.350666666666667,TESTE
2013-04-24,12.018,12.681,11.986,12.382,969833564,12.349666666666666,TESTE
2013-04-25,12.558,12.641,12.429,12.471,384836620,12.513666666666666,TESTE
2013-04-26,12.515,12.788,12.467,12.741,764275960,12.665333333333335,TESTE
2013-04-29,12.84,13.242,12.826,13.135,640324440,13.067666666666668,TESTE
2013-04-30,13.287,13.597,13.195,13.522,691537448,13.438,TESTE
2013-05-01,13.573,13.587,13.265,13.415,507154788,13.422333333333333,TESTE
2013-05-02,13.491,13.699,13.456,13.605,422024736,13.586666666666668,TESTE
2013-05-03,13.782,13.841,13.716,13.741,361527152,13.766,TESTE
2013-05-06,13.916,14.115,13.874,14.069,496640648,14.019333333333334,TESTE
2013-05-07,14.199,14.223,13.855,14.006,483752304,14.028,TESTE
2013-05-08,14.018,14.211,13.919,14.165,472596152,14.098333333333334,TESTE
2013-05-09,14.135,14.233,14.005,14.041,398749904,14.092999999999998,TESTE
2013-05-10,14.078,14.132,13.848,13.924,334849928,13.967999999999998,TESTE
2013-05-13,13.879,14.076,13.879,13.979,317109240,13.978,TESTE
2013-05-14,13.951,13.993,13.592,13.644,447115760,13.743,TESTE
2013-05-15,13.5,13.556,12.983,13.183,741612340,13.240666666666668,TESTE
2013-05-16,13.01,13.46,12.877,13.359,603465912,13.232000000000001,TESTE
2013-05-17,13.496,13.528,13.249,13.318,428079316,13.365,TESTE
2013-05-20,13.277,13.704,13.221,13.616,451575936,13.513666666666666,TESTE
2013-05-21,13.469,13.694,13.347,13.515,456296960,13.518666666666666,TESTE
2013-05-22,13.65,13.782,13.471,13.567,443259432,13.606666666666667,TESTE
2013-05-23,13.401,13.715,13.396,13.591,353380944,13.567333333333332,TESTE
2013-05-24,13.552,13.7,13.537,13.684,276426556,13.640333333333333,TESTE
2013-05-27,13.552,13.7,13.537,13.684,276426556,13.640333333333333,TESTE
2013-05-28,13.83,13.867,13.552,13.57,386144752,13.663000000000002,TESTE
2013-05-29,13.526,13.756,13.507,13.678,330782676,13.647,TESTE
2013-05-30,13.699,13.971,13.664,13.882,353714592,13.838999999999999,TESTE
2013-05-31,13.91,14.051,13.818,13.825,384300168,13.898000000000001,TESTE
2013-06-03,13.855,13.906,13.602,13.855,372351364,13.787666666666667,TESTE
2013-06-04,13.932,13.969,13.753,13.812,292726084,13.844666666666667,TESTE
2013-06-05,13.699,13.855,13.64,13.683,290589348,13.725999999999999,TESTE
2013-06-06,13.694,13.741,13.343,13.478,417073832,13.520666666666665,TESTE
2013-06-07,13.418,13.625,13.303,13.581,404742744,13.503,TESTE
2013-06-10,13.671,13.805,13.427,13.491,450356172,13.574333333333334,TESTE
2013-06-11,13.395,13.61,13.32,13.452,286384084,13.460666666666667,TESTE
2013-06-12,13.51,13.564,13.264,13.286,265426672,13.371333333333332,TESTE
2013-06-13,13.295,13.438,13.18,13.402,286112344,13.340000000000002,TESTE
2013-06-14,13.384,13.412,13.172,13.22,272083644,13.268,TESTE
2013-06-17,13.262,13.393,13.229,13.28,259441812,13.300666666666666,TESTE
2013-06-18,13.266,13.369,13.225,13.273,195161792,13.289000000000001,TESTE
2013-06-19,13.261,13.269,13.003,13.003,311031140,13.091666666666667,TESTE
2013-06-20,12.889,13.095,12.762,12.814,357498232,12.890333333333333,TESTE
2013-06-21,12.864,12.911,12.545,12.711,481249384,12.722333333333333,TESTE
2013-06-24,12.523,12.562,12.236,12.374,480745720,12.390666666666668,TESTE
2013-06-25,12.471,12.535,12.26,12.377,314339144,12.390666666666668,TESTE
2013-06-26,12.416,12.443,12.163,12.237,367946292,12.281,TESTE
2013-06-27,12.273,12.339,12.097,12.105,337400196,12.180333333333332,TESTE
2013-06-28,12.03,12.304,11.954,12.189,578637668,12.149000000000001,TESTE
2013-07-01,12.379,12.673,12.334,12.579,391172180,12.528666666666666,TESTE
2013-07-02,12.602,12.961,12.587,12.864,470086316,12.804000000000002,TESTE
2013-07-03,12.937,13.002,12.832,12.935,240928632,12.923000000000002,TESTE
2013-07-04,12.937,13.002,12.832,12.935,240928632,12.923000000000002,TESTE
2013-07-05,12.923,13.012,12.768,12.832,274083040,12.870666666666667,TESTE
2013-07-08,12.914,12.942,12.623,12.759,298313680,12.774666666666667,TESTE
2013-07-09,12.714,13.018,12.615,12.983,352688952,12.872,TESTE
2013-07-10,12.899,13.058,12.857,12.933,281403276,12.949333333333334,TESTE
2013-07-11,13.001,13.164,12.947,13.135,326475856,13.081999999999999,TESTE
2013-07-12,13.146,13.212,13.016,13.111,279641852,13.113,TESTE
2013-07-15,13.065,13.263,13.058,13.14,242172420,13.153666666666666,TESTE
2013-07-16,13.111,13.24,13.039,13.224,216537468,13.167666666666667,TESTE
2013-07-17,13.209,13.286,13.163,13.228,199056256,13.225666666666667,TESTE
2013-07-18,13.322,13.368,13.237,13.272,219043272,13.292333333333334,TESTE
2013-07-19,13.314,13.341,13.045,13.063,268778860,13.149666666666667,TESTE
2013-07-22,13.202,13.211,13.079,13.105,207990384,13.131666666666666,TESTE
2013-07-23,13.095,13.125,12.871,12.88,369393612,12.958666666666668,TESTE
2013-07-24,13.493,13.667,13.38,13.541,592055296,13.529333333333334,TESTE
2013-07-25,13.547,13.569,13.397,13.48,229682544,13.482,TESTE
2013-07-26,13.381,13.558,13.352,13.556,200275012,13.488666666666667,TESTE
2013-07-29,13.55,13.833,13.532,13.765,248441200,13.71,TESTE
2013-07-30,13.832,14.053,13.809,13.935,309422260,13.932333333333334,TESTE
2013-07-31,13.986,14.059,13.815,13.911,322957404,13.928333333333333,TESTE
2013-08-01,14.01,14.042,13.933,14.038,206249288,14.004333333333335,TESTE
2013-08-02,14.079,14.228,14.038,14.218,274781304,14.161333333333332,TESTE
2013-08-05,14.285,14.468,14.207,14.431,318854368,14.368666666666668,TESTE
2013-08-06,14.387,14.506,14.207,14.302,334914160,14.338333333333333,TESTE
2013-08-07,14.257,14.356,14.195,14.294,298855872,14.281666666666666,TESTE
2013-08-08,14.353,14.361,14.17,14.265,255999352,14.265333333333333,TESTE
2013-08-09,14.192,14.248,14.037,14.062,267620836,14.115666666666668,TESTE
2013-08-12,14.137,14.501,14.129,14.462,364433160,14.363999999999999,TESTE
2013-08-13,14.572,15.306,14.483,15.149,881939744,14.979333333333335,TESTE
2013-08-14,15.406,15.603,15.267,15.425,756371644,15.431666666666667,TESTE
2013-08-15,15.361,15.546,15.134,15.407,490294028,15.362333333333334,TESTE
2013-08-16,15.476,15.562,15.436,15.544,362303424,15.514000000000001,TESTE
2013-08-19,15.606,15.897,15.595,15.711,510517924,15.734333333333334,TESTE
2013-08-20,15.772,15.799,15.497,15.505,358686972,15.600333333333333,TESTE
2013-08-21,15.583,15.693,15.509,15.545,335877220,15.582333333333333,TESTE
2013-08-22,15.626,15.644,15.416,15.563,244206704,15.541000000000002,TESTE
2013-08-23,15.573,15.575,15.451,15.503,222728884,15.509666666666666,TESTE
2013-08-26,15.495,15.787,15.487,15.563,330964200,15.612333333333334,TESTE
2013-08-27,15.41,15.549,15.048,15.118,424188436,15.238333333333335,TESTE
2013-08-28,15.038,15.342,15.038,15.19,307606712,15.19,TESTE
2013-08-29,15.213,15.363,15.197,15.215,239654856,15.258333333333333,TESTE
2013-08-30,15.224,15.253,15.054,15.076,272403152,15.127666666666668,TESTE
2013-09-02,15.224,15.253,15.054,15.076,272403152,15.127666666666668,TESTE
2013-09-03,15.258,15.49,15.08,15.118,332100664,15.229333333333335,TESTE
2013-09-04,15.458,15.541,15.356,15.431,345031512,15.442666666666666,TESTE
2013-09-05,15.479,15.493,15.275,15.325,236367516,15.364333333333335,TESTE
2013-09-06,15.423,15.452,15.161,15.416,359525012,15.342999999999998,TESTE
2013-09-09,15.626,15.717,15.579,15.662,340686332,15.652666666666667,TESTE
2013-09-10,15.663,15.702,15.147,15.306,743195488,15.385,TESTE
2013-09-11,14.451,14.657,14.383,14.472,898693824,14.504,TESTE
2013-09-12,14.497,14.71,14.42,14.626,404049884,14.585333333333333,TESTE
2013-09-13,14.523,14.6,14.379,14.385,298833752,14.454666666666666,TESTE
2013-09-16,14.265,14.284,13.838,13.928,548550660,14.016666666666666,TESTE
2013-09-17,13.861,14.225,13.847,14.089,399379092,14.053666666666667,TESTE
2013-09-18,14.332,14.43,14.254,14.379,456861216,14.354333333333331,TESTE
2013-09-19,14.565,14.724,14.52,14.614,404538848,14.619333333333335,TESTE
2013-09-20,14.791,14.808,14.419,14.463,699301288,14.563333333333333,TESTE
2013-09-23,15.351,15.376,14.933,15.182,762106100,15.163666666666666,TESTE
2013-09-24,15.313,15.331,15.095,15.134,364342972,15.186666666666667,TESTE
2013-09-25,15.137,15.151,14.897,14.9,316956668,14.982666666666667,TESTE
2013-09-26,15.038,15.118,14.973,15.045,237220732,15.045333333333334,TESTE
2013-09-27,14.97,14.997,14.875,14.938,228038916,14.936666666666667,TESTE
2013-09-30,14.768,14.904,14.68,14.752,260157632,14.778666666666666,TESTE
2013-10-01,14.805,15.135,14.803,15.099,353882620,15.012333333333336,TESTE
2013-10-02,15.027,15.218,14.969,15.148,289183608,15.111666666666665,TESTE
2013-10-03,15.178,15.235,14.875,14.958,322754012,15.022666666666666,TESTE
2013-10-04,14.972,14.995,14.809,14.946,258869520,14.916666666666666,TESTE
2013-10-07,15.056,15.244,15.018,15.092,312292428,15.118,TESTE
2013-10-08,15.16,15.182,14.869,14.882,290916024,14.977666666666666,TESTE
2013-10-09,14.996,15.094,14.799,15.056,301724864,14.982999999999999,TESTE
2013-10-10,15.203,15.236,15.07,15.151,278601960,15.152333333333333,TESTE
2013-10-11,15.069,15.281,15.012,15.249,267739752,15.180666666666667,TESTE
2013-10-14,15.157,15.397,15.142,15.349,261898168,15.296000000000001,TESTE
2013-10-15,15.394,15.533,15.333,15.431,320074412,15.432333333333332,TESTE
2013-10-16,15.496,15.55,15.448,15.506,251100052,15.501333333333335,TESTE
2013-10-17,15.471,15.619,15.462,15.611,253593340,15.564,TESTE
2013-10-18,15.657,15.758,15.648,15.747,290542280,15.717666666666666,TESTE
2013-10-21,15.836,16.223,15.828,16.133,398107780,16.061333333333334,TESTE
2013-10-22,16.289,16.352,15.72,16.086,534063012,16.052666666666667,TESTE
2013-10-23,16.059,16.266,16.059,16.244,313724488,16.189666666666668,TESTE
2013-10-24,16.245,16.476,16.166,16.459,384764380,16.367,TESTE
2013-10-25,16.44,16.5,16.248,16.275,337792532,16.341,TESTE
2013-10-28,16.37,16.431,16.19,16.396,550440492,16.339000000000002,TESTE
2013-10-29,16.594,16.686,15.921,15.988,635808460,16.198333333333334,TESTE
2013-10-30,16.078,16.323,15.998,16.242,354162788,16.18766666666667,TESTE
2013-10-31,16.245,16.322,16.13,16.174,275695140,16.208666666666666,TESTE
2013-11-01,16.215,16.239,15.962,16.091,274889216,16.097333333333335,TESTE
2013-11-04,16.124,16.301,16.054,16.299,244628132,16.218,TESTE
2013-11-05,16.232,16.365,16.183,16.259,265472284,16.269000000000002,TESTE
2013-11-06,16.313,16.336,16.128,16.213,223376608,16.225666666666665,TESTE
2013-11-07,16.171,16.284,15.947,15.951,262620400,16.060666666666666,TESTE
2013-11-08,16.016,16.219,15.954,16.202,279318172,16.125,TESTE
2013-11-11,16.184,16.236,16.01,16.155,227453212,16.133666666666667,TESTE
2013-11-12,16.112,16.306,16.091,16.185,204458604,16.194000000000003,TESTE
2013-11-13,16.122,16.254,16.09,16.204,197219708,16.182666666666666,TESTE
2013-11-14,16.272,16.473,16.242,16.438,282420348,16.384333333333334,TESTE
2013-11-15,16.389,16.467,16.324,16.34,317919056,16.377,TESTE
2013-11-18,16.34,16.408,16.128,16.142,244944896,16.226,TESTE
2013-11-19,16.154,16.289,16.121,16.17,208938828,16.19333333333333,TESTE
2013-11-20,16.16,16.197,16.008,16.029,194183192,16.078,TESTE
2013-11-21,16.11,16.222,15.987,16.22,262027444,16.143,TESTE
2013-11-22,16.169,16.252,16.139,16.178,223724928,16.189666666666668,TESTE
2013-11-25,16.216,16.367,16.215,16.301,229042044,16.29433333333333,TESTE
2013-11-26,16.313,16.687,16.309,16.601,401382912,16.532333333333334,TESTE
2013-11-27,16.692,16.994,16.601,16.992,363447364,16.862333333333336,TESTE
2013-11-28,16.692,16.994,16.601,16.992,363447364,16.862333333333336,TESTE
2013-11-29,17.102,17.377,17.05,17.307,318128860,17.244666666666664,TESTE
2013-12-02,17.367,17.564,17.144,17.156,472543540,17.288,TESTE
2013-12-03,17.376,17.628,17.357,17.626,450966936,17.537000000000003,TESTE
2013-12-04,17.6,17.715,17.455,17.585,377810664,17.585,TESTE
2013-12-05,17.823,17.9,17.629,17.675,447581260,17.734666666666666,TESTE
2013-12-06,17.609,17.639,17.416,17.43,344353408,17.495,TESTE
2013-12-09,17.477,17.727,17.457,17.629,320494132,17.604333333333333,TESTE
2013-12-10,17.541,17.674,17.467,17.602,278270440,17.581,TESTE
2013-12-11,17.647,17.771,17.42,17.472,359718772,17.554333333333336,TESTE
2013-12-12,17.496,17.595,17.43,17.446,262289272,17.490333333333336,TESTE
2013-12-13,17.518,17.519,17.232,17.256,332821132,17.335666666666665,TESTE
2013-12-16,17.274,17.511,17.274,17.351,282593808,17.378666666666664,TESTE
2013-12-17,17.299,17.412,17.223,17.273,229902596,17.302666666666667,TESTE
2013-12-18,17.109,17.163,16.769,17.142,565863228,17.024666666666665,TESTE
2013-12-19,17.102,17.118,16.923,16.946,320957476,16.995666666666665,TESTE
2013-12-20,16.976,17.168,16.957,17.087,436413740,17.070666666666668,TESTE
2013-12-23,17.678,17.763,17.515,17.743,501307324,17.673666666666666,TESTE
2013-12-24,17.737,17.799,17.617,17.668,167554940,17.694666666666667,TESTE
2013-12-25,17.737,17.799,17.617,17.668,167554940,17.694666666666667,TESTE
2013-12-26,17.681,17.725,17.534,17.551,204008140,17.603333333333335,TESTE
2013-12-27,17.548,17.566,17.414,17.432,225885268,17.47066666666667,TESTE
2013-12-30,17.35,17.432,17.19,17.259,253630888,17.293666666666667,TESTE
2013-12-31,17.248,17.469,17.242,17.461,223277488,17.390666666666664,TESTE
2014-01-01,17.248,17.469,17.242,17.461,223277488,17.390666666666664,TESTE
2014-01-02,17.295,17.337,17.181,17.215,235167828,17.244333333333334,TESTE
2014-01-03,17.207,17.233,16.82,16.837,393215480,16.963333333333335,TESTE
2014-01-06,16.727,17.018,16.608,16.929,413436604,16.85166666666667,TESTE
2014-01-07,16.941,16.992,16.742,16.808,317731064,16.847333333333335,TESTE
2014-01-08,16.77,16.98,16.766,16.914,258746740,16.886666666666667,TESTE
2014-01-09,17.018,17.02,16.662,16.698,279620796,16.793333333333333,TESTE
2014-01-10,16.801,16.832,16.53,16.587,305282656,16.649666666666665,TESTE
2014-01-13,16.493,16.885,16.492,16.674,379443372,16.683666666666667,TESTE
2014-01-14,16.751,17.016,16.734,17.006,334937484,16.918666666666667,TESTE
2014-01-15,17.228,17.435,17.17,17.347,393890476,17.317333333333334,TESTE
2014-01-16,17.271,17.331,17.17,17.25,229885320,17.250333333333334,TESTE
2014-01-17,17.164,17.182,16.804,16.828,433706756,16.938,TESTE
2014-01-20,17.164,17.182,16.804,16.828,433706756,16.938,TESTE
2014-01-21,16.838,17.12,16.82,17.089,329022176,17.009666666666664,TESTE
2014-01-22,17.146,17.345,17.05,17.165,380877336,17.186666666666664,TESTE
2014-01-23,17.116,17.32,16.956,17.31,403913384,17.195333333333334,TESTE
2014-01-24,17.242,17.293,16.955,16.996,433537748,17.081333333333333,TESTE
2014-01-27,17.12,17.267,16.986,17.134,576876608,17.129,TESTE
2014-01-28,15.834,16.029,15.626,15.764,1067334324,15.806333333333333,TESTE
2014-01-29,15.685,15.791,15.519,15.585,503771184,15.631666666666668,TESTE
2014-01-30,15.641,15.764,15.459,15.555,679051156,15.592666666666666,TESTE
2014-01-31,15.412,15.609,15.361,15.58,465345776,15.516666666666666,TESTE
2014-02-03,15.643,15.802,15.54,15.609,402483088,15.650333333333334,TESTE
2014-02-04,15.744,15.856,15.648,15.835,377094172,15.779666666666666,TESTE
2014-02-05,15.766,16.037,15.756,15.954,329288624,15.915666666666667,TESTE
2014-02-06,15.97,16.078,15.899,16.047,257988892,16.008,TESTE
2014-02-07,16.324,16.373,16.199,16.271,374554404,16.281000000000002,TESTE
2014-02-10,16.239,16.657,16.219,16.563,345804088,16.47966666666667,TESTE
2014-02-11,16.613,16.837,16.579,16.781,282689008,16.732333333333333,TESTE
2014-02-12,16.812,16.894,16.696,16.78,308508256,16.790000000000003,TESTE
2014-02-13,16.74,17.059,16.726,17.046,307840624,16.943666666666665,TESTE
2014-02-14,16.985,17.095,16.945,17.032,273872144,17.024,TESTE
2014-02-17,16.985,17.095,16.945,17.032,273872144,17.024,TESTE
2014-02-18,17.095,17.258,17.083,17.095,261224992,17.14533333333333,TESTE
2014-02-19,17.056,17.123,16.73,16.825,314217680,16.892666666666667,TESTE
2014-02-20,16.688,16.813,16.563,16.63,306116412,16.668666666666667,TESTE
2014-02-21,16.682,16.737,16.425,16.446,279028988,16.536,TESTE
2014-02-24,16.38,16.592,16.357,16.518,289459800,16.489,TESTE
2014-02-25,16.575,16.581,16.312,16.346,232989400,16.413,TESTE
2014-02-26,16.394,16.438,16.143,16.198,276525144,16.259666666666668,TESTE
2014-02-27,16.192,16.556,16.157,16.521,302229284,16.411333333333335,TESTE
2014-02-28,16.565,16.68,16.348,16.477,372298612,16.501666666666665,TESTE
2014-03-03,16.388,16.615,16.369,16.524,239137976,16.502666666666666,TESTE
2014-03-04,16.626,16.677,16.524,16.633,259539336,16.611333333333334,TESTE
2014-03-05,16.623,16.743,16.567,16.668,200262076,16.659333333333333,TESTE
2014-03-06,16.682,16.733,16.535,16.618,185692444,16.628666666666664,TESTE
2014-03-07,16.628,16.656,16.471,16.608,221660964,16.578333333333333,TESTE
2014-03-10,16.543,16.699,16.542,16.623,178765720,16.621333333333336,TESTE
2014-03-11,16.765,16.868,16.675,16.785,280795396,16.776,TESTE
2014-03-12,16.735,16.824,16.657,16.801,200781840,16.760666666666665,TESTE
2014-03-13,16.827,16.897,16.568,16.615,257742436,16.69333333333333,TESTE
2014-03-14,16.556,16.622,16.375,16.428,237197968,16.474999999999998,TESTE
2014-03-17,16.522,16.593,16.464,16.492,199544296,16.516333333333336,TESTE
2014-03-18,16.466,16.656,16.444,16.638,209647452,16.579333333333334,TESTE
2014-03-19,16.665,16.79,16.563,16.634,224755832,16.662333333333333,TESTE
2014-03-20,16.591,16.678,16.511,16.554,208398148,16.581,TESTE
2014-03-21,16.655,16.712,16.479,16.684,374448676,16.625,TESTE
2014-03-24,16.858,16.923,16.753,16.882,355699484,16.852666666666668,TESTE
2014-03-25,16.954,17.087,16.895,17.064,282293424,17.015333333333334,TESTE
2014-03-26,17.112,17.189,16.872,16.9,299768896,16.987,TESTE
2014-03-27,16.908,16.954,16.755,16.828,222030704,16.84566666666667,TESTE
2014-03-28,16.855,16.874,16.727,16.809,200564252,16.80333333333333,TESTE
2014-03-31,16.883,16.933,16.78,16.805,168668752,16.839333333333332,TESTE
2014-04-01,16.837,16.966,16.806,16.959,200758740,16.910333333333337,TESTE
2014-04-02,16.982,17.016,16.916,16.987,180419484,16.973,TESTE
2014-04-03,16.951,16.986,16.833,16.869,162592444,16.896,TESTE
2014-04-04,16.901,16.907,16.612,16.651,275249940,16.723333333333333,TESTE
2014-04-07,16.532,16.622,16.34,16.39,289850120,16.450666666666667,TESTE
2014-04-08,16.444,16.473,16.24,16.389,243887532,16.36733333333333,TESTE
2014-04-09,16.364,16.61,16.344,16.604,206170888,16.519333333333332,TESTE
2014-04-10,16.616,16.664,16.38,16.39,239651272,16.477999999999998,TESTE
2014-04-11,16.25,16.37,16.192,16.269,271900048,16.276999999999997,TESTE
2014-04-14,16.341,16.349,16.194,16.334,205780708,16.292333333333332,TESTE
2014-04-15,16.29,16.333,16.01,16.217,266490308,16.186666666666667,TESTE
2014-04-16,16.22,16.315,16.098,16.25,214931976,16.221,TESTE
2014-04-17,16.281,16.524,16.256,16.436,284426884,16.405333333333335,TESTE
2014-04-18,16.281,16.524,16.256,16.436,284426884,16.405333333333335,TESTE
2014-04-21,16.448,16.661,16.405,16.631,182675724,16.56566666666667,TESTE
2014-04-22,16.541,16.651,16.485,16.647,202657812,16.59433333333333,TESTE
2014-04-23,16.565,16.63,16.42,16.43,394941036,16.493333333333332,TESTE
2014-04-24,17.791,17.847,17.556,17.777,759912328,17.72666666666667,TESTE
2014-04-25,17.675,17.909,17.658,17.907,390275256,17.82466666666667,TESTE
2014-04-28,17.934,18.653,17.927,18.601,669486720,18.393666666666665,TESTE
2014-04-29,18.59,18.66,18.458,18.546,337378692,18.554666666666666,TESTE
2014-04-30,18.556,18.768,18.467,18.476,456883532,18.570333333333334,TESTE
2014-05-01,18.535,18.623,18.359,18.519,244209672,18.500333333333334,TESTE
2014-05-02,18.546,18.604,18.464,18.554,191514288,18.540666666666667,TESTE
2014-05-05,18.477,18.817,18.473,18.816,287067032,18.701999999999998,TESTE
2014-05-06,18.842,18.924,18.611,18.611,374565492,18.715333333333334,TESTE
2014-05-07,18.637,18.701,18.402,18.546,282863952,18.549666666666667,TESTE
2014-05-08,18.521,18.715,18.463,18.513,230297452,18.563666666666666,TESTE
2014-05-09,18.404,18.458,18.272,18.436,291597992,18.388666666666666,TESTE
2014-05-12,18.497,18.691,18.494,18.665,213298708,18.616666666666667,TESTE
2014-05-13,18.639,18.719,18.598,18.694,159738376,18.670333333333332,TESTE
2014-05-14,18.653,18.809,18.631,18.698,166403384,18.712666666666667,TESTE
2014-05-15,18.724,18.784,18.514,18.539,230846924,18.612333333333336,TESTE
2014-05-16,18.533,18.813,18.431,18.812,276367336,18.685333333333332,TESTE
2014-05-19,18.823,19.122,18.807,19.035,317756096,18.988,TESTE
